idx	date	temperature	humidity
274	2015-09-15 20:54:53	22.3679	49.2564
275	2015-09-15 21:09:53	22.4325	49.2138
276	2015-09-15 21:24:53	22.3902	49.2517
277	2015-09-15 21:39:53	22.456	49.2817
278	2015-09-15 21:54:53	22.4976	49.2977
279	2015-09-15 22:09:53	22.4078	49.2685
280	2015-09-15 22:24:53	22.389	49.2014
281	2015-09-15 22:39:53	22.4166	49.1087
282	2015-09-15 22:54:53	22.5005	49.0296
283	2015-09-15 23:09:53	22.4776	48.9438
284	2015-09-15 23:24:53	22.4296	48.8733
285	2015-09-15 23:39:53	22.5086	48.8433
286	2015-09-15 23:54:53	22.5549	48.9202
287	2015-09-16 00:09:53	22.5227	48.9813
288	2015-09-16 00:24:53	22.4374	48.9879
289	2015-09-16 00:39:53	22.392	48.9817
290	2015-09-16 00:54:53	22.3278	48.9567
291	2015-09-16 01:09:53	22.4138	48.8872
292	2015-09-16 01:24:53	22.3714	48.9507
293	2015-09-16 01:39:53	22.4074	48.9055
294	2015-09-16 01:54:53	22.4344	48.8978
295	2015-09-16 02:09:53	22.3473	48.878
296	2015-09-16 02:24:53	22.4467	48.9167
297	2015-09-16 02:39:53	22.5141	48.9889
298	2015-09-16 02:54:53	22.5601	48.9599
299	2015-09-16 03:09:53	22.6265	49.0466
300	2015-09-16 03:24:53	22.7054	49.0972
301	2015-09-16 03:39:53	22.6665	49.1628
302	2015-09-16 03:54:53	22.6542	49.158
303	2015-09-16 04:09:53	22.6791	49.1579
304	2015-09-16 04:24:53	22.765	49.1968
305	2015-09-16 04:39:53	22.6849	49.1033
306	2015-09-16 04:54:53	22.6256	49.0715
307	2015-09-16 05:09:53	22.5477	49.1485
308	2015-09-16 05:24:53	22.6273	49.2357
309	2015-09-16 05:39:53	22.7035	49.2361
310	2015-09-16 05:54:53	22.7578	49.3238
311	2015-09-16 06:09:53	22.7199	49.3782
312	2015-09-16 06:24:53	22.7844	49.4362
313	2015-09-16 06:39:53	22.8645	49.3686
314	2015-09-16 06:54:53	22.8125	49.3228
315	2015-09-16 07:09:53	22.8172	49.4113
316	2015-09-16 07:24:53	22.7973	49.3248
317	2015-09-16 07:39:53	22.7855	49.3774
318	2015-09-16 07:54:53	22.8774	49.4474
319	2015-09-16 08:09:53	22.8843	49.4342
320	2015-09-16 08:24:53	22.858	49.3841
321	2015-09-16 08:39:53	22.9478	49.4708
322	2015-09-16 08:54:53	22.9215	49.5667
323	2015-09-16 09:09:53	22.9427	49.6533
324	2015-09-16 09:24:53	22.8712	49.7331
325	2015-09-16 09:39:53	22.9588	49.6442
326	2015-09-16 09:54:53	23.0074	49.6354
327	2015-09-16 10:09:53	22.931	49.6752
328	2015-09-16 10:24:53	22.893	49.6318
329	2015-09-16 10:39:53	22.9843	49.5923
330	2015-09-16 10:54:53	23.066	49.6104
331	2015-09-16 11:09:53	22.9719	49.6896
332	2015-09-16 11:24:53	22.9461	49.6993
333	2015-09-16 11:39:53	22.9156	49.6525
334	2015-09-16 11:54:53	22.8445	49.6659
335	2015-09-16 12:09:53	22.9034	49.6013
336	2015-09-16 12:24:53	22.9243	49.523
337	2015-09-16 12:39:53	22.8742	49.5032
338	2015-09-16 12:54:53	22.8253	49.4036
339	2015-09-16 13:09:53	22.9181	49.4184
340	2015-09-16 13:24:53	22.9149	49.4064
341	2015-09-16 13:39:53	22.9408	49.4277
342	2015-09-16 13:54:53	22.9955	49.4781
343	2015-09-16 14:09:53	23.0381	49.394
344	2015-09-16 14:24:53	23.1017	49.3121
345	2015-09-16 14:39:53	23.0722	49.2185
346	2015-09-16 14:54:53	23.0402	49.1558
347	2015-09-16 15:09:53	23.0266	49.0674
348	2015-09-16 15:24:53	22.9582	49.0296
349	2015-09-16 15:39:53	22.9394	48.934
350	2015-09-16 15:54:53	23.0088	48.9003
351	2015-09-16 16:09:53	22.9225	48.85
352	2015-09-16 16:24:53	22.943	48.7779
353	2015-09-16 16:39:53	22.8917	48.7897
354	2015-09-16 16:54:53	22.8778	48.7456
355	2015-09-16 17:09:53	22.8683	48.6605
356	2015-09-16 17:24:53	22.9088	48.666
357	2015-09-16 17:39:53	22.8426	48.6442
358	2015-09-16 17:54:53	22.7736	48.5607
359	2015-09-16 18:09:53	22.8179	48.5393
360	2015-09-16 18:24:53	22.8352	48.5012
361	2015-09-16 18:39:53	22.8277	48.5661
362	2015-09-16 18:54:53	22.7667	48.6044
363	2015-09-16 19:09:53	22.6998	48.6951
364	2015-09-16 19:24:53	22.7396	48.6473
365	2015-09-16 19:39:53	22.6643	48.6341
366	2015-09-16 19:54:53	22.6028	48.6557
367	2015-09-16 20:09:53	22.5215	48.7426
368	2015-09-16 20:24:53	22.6181	48.7996
369	2015-09-16 20:39:53	22.6224	48.7187
370	2015-09-16 20:54:53	22.5899	48.7734
371	2015-09-16 21:09:53	22.513	48.8401
372	2015-09-16 21:24:53	22.4223	48.7522
373	2015-09-16 21:39:53	22.388	48.8211
374	2015-09-16 21:54:53	22.4618	48.8916
375	2015-09-16 22:09:53	22.4887	48.8215
376	2015-09-16 22:24:53	22.4483	48.7681
377	2015-09-16 22:39:53	22.5443	48.7324
378	2015-09-16 22:54:53	22.601	48.7884
379	2015-09-16 23:09:53	22.635	48.7745
380	2015-09-16 23:24:53	22.5588	48.7976
381	2015-09-16 23:39:53	22.6136	48.7984
382	2015-09-16 23:54:53	22.6509	48.8036
383	2015-09-17 00:09:53	22.6397	48.7409
384	2015-09-17 00:24:53	22.5603	48.675
385	2015-09-17 00:39:53	22.5292	48.6124
386	2015-09-17 00:54:53	22.4981	48.5559
387	2015-09-17 01:09:53	22.5885	48.5769
388	2015-09-17 01:24:53	22.57	48.599
389	2015-09-17 01:39:53	22.4702	48.6941
390	2015-09-17 01:54:53	22.5029	48.688
391	2015-09-17 02:09:53	22.4594	48.754
392	2015-09-17 02:24:53	22.5057	48.8297
393	2015-09-17 02:39:53	22.567	48.8094
394	2015-09-17 02:54:53	22.5183	48.8574
395	2015-09-17 03:09:53	22.4803	48.8637
396	2015-09-17 03:24:53	22.5092	48.9634
397	2015-09-17 03:39:53	22.5393	48.8996
398	2015-09-17 03:54:53	22.4647	48.8699
399	2015-09-17 04:09:53	22.5629	48.9268
400	2015-09-17 04:24:53	22.5428	48.9996
401	2015-09-17 04:39:53	22.4728	49.0693
402	2015-09-17 04:54:53	22.4952	49.1152
403	2015-09-17 05:09:53	22.4738	49.0427
404	2015-09-17 05:24:53	22.5697	49.0483
405	2015-09-17 05:39:53	22.5646	48.9626
406	2015-09-17 05:54:53	22.5794	48.874
407	2015-09-17 06:09:53	22.6336	48.9091
408	2015-09-17 06:24:53	22.6334	48.938
409	2015-09-17 06:39:53	22.6691	48.857
410	2015-09-17 06:54:53	22.6558	48.8872
411	2015-09-17 07:09:53	22.7556	48.8903
412	2015-09-17 07:24:53	22.7677	48.8391
413	2015-09-17 07:39:53	22.6757	48.8177
414	2015-09-17 07:54:53	22.6623	48.8967
415	2015-09-17 08:09:53	22.6269	48.887
416	2015-09-17 08:24:53	22.6536	48.9148
417	2015-09-17 08:39:53	22.6485	48.8252
418	2015-09-17 08:54:53	22.6379	48.744
419	2015-09-17 09:09:53	22.5976	48.7482
420	2015-09-17 09:24:53	22.5251	48.7641
421	2015-09-17 09:39:53	22.6188	48.7128
422	2015-09-17 09:54:53	22.6596	48.6271
423	2015-09-17 10:09:53	22.7558	48.7186
424	2015-09-17 10:24:53	22.7216	48.811
425	2015-09-17 10:39:53	22.6424	48.8158
426	2015-09-17 10:54:53	22.7294	48.7773
427	2015-09-17 11:09:53	22.6676	48.7226
428	2015-09-17 11:24:53	22.6581	48.658
429	2015-09-17 11:39:53	22.7073	48.7135
430	2015-09-17 11:54:53	22.6402	48.7877
431	2015-09-17 12:09:53	22.6621	48.8264
432	2015-09-17 12:24:53	22.5858	48.7394
433	2015-09-17 12:39:53	22.6355	48.6772
434	2015-09-17 12:54:53	22.6904	48.619
435	2015-09-17 13:09:53	22.5984	48.6314
436	2015-09-17 13:24:53	22.6771	48.6685
437	2015-09-17 13:39:53	22.7278	48.6141
438	2015-09-17 13:54:53	22.6904	48.5629
439	2015-09-17 14:09:53	22.7682	48.6072
440	2015-09-17 14:24:53	22.8332	48.632
441	2015-09-17 14:39:53	22.7465	48.6247
442	2015-09-17 14:54:53	22.8288	48.5843
443	2015-09-17 15:09:53	22.8491	48.6327
444	2015-09-17 15:24:53	22.8457	48.7163
445	2015-09-17 15:39:53	22.7785	48.6389
446	2015-09-17 15:54:53	22.7752	48.6131
447	2015-09-17 16:09:53	22.6938	48.6366
448	2015-09-17 16:24:53	22.6676	48.668
449	2015-09-17 16:39:53	22.6834	48.6075
450	2015-09-17 16:54:53	22.7611	48.5298
451	2015-09-17 17:09:53	22.7284	48.6014
452	2015-09-17 17:24:53	22.7524	48.5503
453	2015-09-17 17:39:53	22.6583	48.6245
454	2015-09-17 17:54:53	22.6765	48.5415
455	2015-09-17 18:09:53	22.7326	48.6195
456	2015-09-17 18:24:53	22.7705	48.527
457	2015-09-17 18:39:53	22.8608	48.5391
458	2015-09-17 18:54:53	22.905	48.606
459	2015-09-17 19:09:53	22.8279	48.6463
460	2015-09-17 19:24:53	22.9229	48.6415
461	2015-09-17 19:39:53	22.9381	48.5642
462	2015-09-17 19:54:53	22.9517	48.4717
463	2015-09-17 20:09:53	23.0418	48.4636
464	2015-09-17 20:24:53	23.0888	48.5142
465	2015-09-17 20:39:53	22.9985	48.4831
466	2015-09-17 20:54:53	22.9132	48.4884
467	2015-09-17 21:09:53	23.0119	48.4826
468	2015-09-17 21:24:53	22.9629	48.5041
469	2015-09-17 21:39:53	23.0618	48.481
470	2015-09-17 21:54:53	23.1155	48.4316
471	2015-09-17 22:09:53	23.0399	48.5199
472	2015-09-17 22:24:53	23.1135	48.563
473	2015-09-17 22:39:53	23.1131	48.6465
474	2015-09-17 22:54:53	23.1268	48.7377
475	2015-09-17 23:09:53	23.1096	48.6577
476	2015-09-17 23:24:53	23.0519	48.5907
477	2015-09-17 23:39:53	23.0954	48.596
478	2015-09-17 23:54:53	23.1783	48.6403
479	2015-09-18 00:09:53	23.2273	48.6855
480	2015-09-18 00:24:53	23.2033	48.6212
481	2015-09-18 00:39:53	23.266	48.7193
482	2015-09-18 00:54:53	23.3117	48.798
483	2015-09-18 01:09:53	23.2667	48.8772
484	2015-09-18 01:24:53	23.3346	48.8419
485	2015-09-18 01:39:53	23.3571	48.7821
486	2015-09-18 01:54:53	23.3344	48.7083
487	2015-09-18 02:09:53	23.2993	48.7568
488	2015-09-18 02:24:53	23.3615	48.8492
489	2015-09-18 02:39:53	23.3707	48.7797
490	2015-09-18 02:54:53	23.4561	48.8644
491	2015-09-18 03:09:53	23.5042	48.8113
492	2015-09-18 03:24:53	23.5955	48.9111
493	2015-09-18 03:39:53	23.6365	49.009
494	2015-09-18 03:54:53	23.5624	48.9919
495	2015-09-18 04:09:53	23.5754	49.0839
496	2015-09-18 04:24:53	23.5785	49.059
497	2015-09-18 04:39:53	23.5467	49.0093
498	2015-09-18 04:54:53	23.5261	49.0898
499	2015-09-18 05:09:53	23.5455	49.0796
500	2015-09-18 05:24:53	23.6078	49.133
501	2015-09-18 05:39:53	23.656	49.1296
502	2015-09-18 05:54:53	23.6822	49.1301
503	2015-09-18 06:09:53	23.6368	49.1268
504	2015-09-18 06:24:53	23.6085	49.0477
505	2015-09-18 06:39:53	23.6054	49.0252
506	2015-09-18 06:54:53	23.5665	48.9777
507	2015-09-18 07:09:53	23.5107	48.9639
508	2015-09-18 07:24:53	23.5315	48.9915
509	2015-09-18 07:39:53	23.5307	49.0776
510	2015-09-18 07:54:53	23.4792	49.0631
511	2015-09-18 08:09:53	23.4321	49.0667
512	2015-09-18 08:24:53	23.3601	49.0332
513	2015-09-18 08:39:53	23.3384	48.9427
514	2015-09-18 08:54:53	23.3445	48.8985
515	2015-09-18 09:09:53	23.3912	48.9721
516	2015-09-18 09:24:53	23.3082	49.0147
517	2015-09-18 09:39:53	23.277	49.0199
518	2015-09-18 09:54:53	23.2784	49.0752
519	2015-09-18 10:09:53	23.2944	49.157
520	2015-09-18 10:24:53	23.2769	49.1299
521	2015-09-18 10:39:53	23.2426	49.1025
522	2015-09-18 10:54:53	23.2449	49.0674
523	2015-09-18 11:09:53	23.1629	48.9719
524	2015-09-18 11:24:53	23.1333	49.0285
525	2015-09-18 11:39:53	23.0719	49.0527
526	2015-09-18 11:54:53	22.9767	49.1081
527	2015-09-18 12:09:53	23.0306	49.2065
528	2015-09-18 12:24:53	22.9954	49.2836
529	2015-09-18 12:39:53	22.9548	49.2933
530	2015-09-18 12:54:53	22.9785	49.2539
531	2015-09-18 13:09:53	23	49.2171
532	2015-09-18 13:24:53	22.9776	49.233
533	2015-09-18 13:39:53	22.9513	49.213
534	2015-09-18 13:54:53	22.9682	49.2239
535	2015-09-18 14:09:53	23.0095	49.1983
536	2015-09-18 14:24:53	23.0972	49.2321
537	2015-09-18 14:39:53	23.1922	49.316
538	2015-09-18 14:54:53	23.0952	49.2293
539	2015-09-18 15:09:53	23.0024	49.2028
540	2015-09-18 15:24:53	22.9839	49.146
541	2015-09-18 15:39:53	23.0385	49.179
542	2015-09-18 15:54:53	23.0396	49.1496
543	2015-09-18 16:09:53	23.0171	49.2438
544	2015-09-18 16:24:53	23.0212	49.3148
545	2015-09-18 16:39:53	23.1035	49.3549
546	2015-09-18 16:54:53	23.1378	49.3227
547	2015-09-18 17:09:53	23.1964	49.4166
548	2015-09-18 17:24:53	23.1737	49.479
549	2015-09-18 17:39:53	23.2696	49.4935
550	2015-09-18 17:54:53	23.3177	49.414
551	2015-09-18 18:09:53	23.3449	49.5084
552	2015-09-18 18:24:53	23.387	49.5178
553	2015-09-18 18:39:53	23.3201	49.5684
554	2015-09-18 18:54:53	23.3326	49.6243
555	2015-09-18 19:09:53	23.3556	49.6365
556	2015-09-18 19:24:53	23.357	49.5679
557	2015-09-18 19:39:53	23.3352	49.5707
558	2015-09-18 19:54:53	23.427	49.619
559	2015-09-18 20:09:53	23.383	49.531
560	2015-09-18 20:24:53	23.3631	49.4474
561	2015-09-18 20:39:53	23.3832	49.5398
562	2015-09-18 20:54:53	23.3772	49.5903
563	2015-09-18 21:09:53	23.4079	49.6415
