date	idx	vcc	humidity	temperature
2015-09-21 01:32:11	244	3.06	51.3726	25.5
2015-09-21 01:32:21	245	3.06	51.3726	25.5
2015-09-21 01:32:31	246	3.06	51.3726	25.4
2015-09-21 01:32:42	247	3.06	51.3726	25.5
2015-09-21 01:32:52	248	3.06	51.3726	25.5
2015-09-21 01:33:02	249	3.06	51.3726	25.5
2015-09-21 01:33:12	250	3.06	51.3726	25.5
2015-09-21 01:33:23	251	3.06	51.3726	25.5
2015-09-21 01:33:33	252	3.06	51.3726	25.5
2015-09-21 01:33:43	253	3.06	51.3726	25.5
2015-09-21 01:33:53	254	3.06	51.3726	25.5
2015-09-21 01:34:04	255	3.06	51.3726	25.5
2015-09-21 01:34:14	0	3.06	51.3726	25.5
2015-09-21 01:34:24	1	3.06	51.3726	25.5
2015-09-21 01:34:34	2	3.06	51.3726	25.5
2015-09-21 01:34:45	3	3.06	51.3726	25.5
2015-09-21 01:34:55	4	3.06	51.3726	25.5
2015-09-21 01:35:05	5	3.06	51.3726	25.5
2015-09-21 01:35:15	6	3.06	51.3726	25.5
2015-09-21 01:35:26	7	3.06	51.3726	25.5
2015-09-21 01:35:36	8	3.06	51.3726	25.4
2015-09-21 01:35:46	9	3.06	51.3726	25.5
2015-09-21 01:35:56	10	3.06	51.3726	25.5
2015-09-21 01:36:07	11	3.06	51.3726	25.4
2015-09-21 01:36:17	12	3.06	51.3726	25.5
2015-09-21 01:36:27	13	3.06	51.3726	25.5
2015-09-21 01:36:37	14	3.06	51.3726	25.5
2015-09-21 01:36:47	15	3.06	51.3726	25.5
2015-09-21 01:36:58	16	3.06	51.3726	25.5
2015-09-21 01:37:08	17	3.06	51.3726	25.5
2015-09-21 01:37:18	18	3.06	51.3726	25.5
2015-09-21 01:37:28	19	3.06	51.3726	25.4
2015-09-21 01:37:39	20	3.06	51.3726	25.5
2015-09-21 01:37:49	21	3.06	51.3726	25.4
2015-09-21 01:37:59	22	3.06	51.3726	25.5
2015-09-21 01:38:09	23	3.06	51.3726	25.5
2015-09-21 01:38:20	24	3.06	51.3726	25.5
2015-09-21 01:38:30	25	3.06	51.3726	25.4
2015-09-21 01:38:40	26	3.06	51.3726	25.4
2015-09-21 01:38:50	27	3.06	51.3726	25.4
2015-09-21 01:39:01	28	3.06	51.3726	25.5
2015-09-21 01:39:11	29	3.06	51.3726	25.4
2015-09-21 01:39:21	30	3.06	51.3726	25.4
2015-09-21 01:39:31	31	3.06	51.3726	25.5
2015-09-21 01:39:42	32	3.06	51.3726	25.4
2015-09-21 01:39:52	33	3.06	51.3726	25.4
2015-09-21 01:40:02	34	3.06	51.3726	25.5
2015-09-21 01:40:12	35	3.06	51.3726	25.5
2015-09-21 01:40:23	36	3.06	51.3726	25.5
2015-09-21 01:40:33	37	3.06	51.3726	25.5
2015-09-21 01:40:43	38	3.06	51.3726	25.5
2015-09-21 01:40:53	39	3.06	51.3726	25.5
2015-09-21 01:41:04	40	3.06	51.3726	25.5
2015-09-21 01:41:14	41	3.06	51.3726	25.5
2015-09-21 01:41:24	42	3.05	51.3726	25.5
2015-09-21 01:41:34	43	3.06	51.3726	25.5
2015-09-21 01:41:45	44	3.06	51.3726	25.5
2015-09-21 01:41:55	45	3.06	51.3726	25.5
2015-09-21 01:42:05	46	3.06	51.3726	25.5
2015-09-21 01:42:15	47	3.06	51.3726	25.5
2015-09-21 01:42:26	48	3.06	51.3726	25.5
2015-09-21 01:42:36	49	3.06	51.3726	25.5
2015-09-21 01:42:46	50	3.06	51.3726	25.5
2015-09-21 01:42:56	51	3.06	51.3726	25.5
2015-09-21 01:43:07	52	3.06	51.3726	25.5
2015-09-21 01:43:17	53	3.05	51.3726	25.5
2015-09-21 01:43:27	54	3.05	51.3726	25.5
2015-09-21 01:43:37	55	3.06	51.3726	25.5
2015-09-21 01:43:48	56	3.05	51.3726	25.5
2015-09-21 01:43:58	57	3.05	51.3726	25.5
2015-09-21 01:44:08	58	3.05	51.3726	25.5
2015-09-21 01:44:18	59	3.06	51.3726	25.5
2015-09-21 01:44:29	60	3.06	51.3726	25.5
2015-09-21 01:44:39	61	3.06	51.3726	25.5
2015-09-21 01:44:49	62	3.06	51.3726	25.5
2015-09-21 01:44:59	63	3.05	51.3726	25.5
2015-09-21 01:45:10	64	3.06	51.3726	25.5
2015-09-21 01:45:20	65	3.05	51.3726	25.5
2015-09-21 01:45:30	66	3.06	51.3726	25.5
2015-09-21 01:45:40	67	3.05	51.3726	25.5
2015-09-21 01:45:51	68	3.05	51.3726	25.5
2015-09-21 01:46:01	69	3.06	51.3726	25.5
2015-09-21 01:46:11	70	3.05	51.3726	25.5
2015-09-21 01:46:21	71	3.06	51.3726	25.5
2015-09-21 01:46:32	72	3.06	51.3726	25.5
2015-09-21 01:46:42	73	3.06	51.3726	25.5
2015-09-21 01:46:52	74	3.06	51.3726	25.5
2015-09-21 01:47:02	75	3.06	51.3726	25.5
2015-09-21 01:47:13	76	3.06	51.3726	25.5
2015-09-21 01:47:23	77	3.06	51.3726	25.5
2015-09-21 01:47:33	78	3.05	51.3726	25.5
2015-09-21 01:47:43	79	3.05	51.3726	25.5
2015-09-21 01:47:54	80	3.06	51.3726	25.5
2015-09-21 01:48:04	81	3.05	51.3726	25.5
2015-09-21 01:48:14	82	3.05	51.3726	25.5
2015-09-21 01:48:24	83	3.06	51.3726	25.5
2015-09-21 01:48:35	84	3.06	51.7647	25.5
2015-09-21 01:48:45	85	3.06	51.7647	25.5
2015-09-21 01:48:55	86	3.06	51.7647	25.5
2015-09-21 01:49:05	87	3.06	51.7647	25.5
2015-09-21 01:49:16	88	3.06	51.7647	25.5
2015-09-21 01:49:26	89	3.06	51.7647	25.4
2015-09-21 01:49:36	90	3.06	51.7647	25.5
2015-09-21 01:49:46	91	3.05	51.7647	25.5
2015-09-21 01:49:57	92	3.06	51.7647	25.5
2015-09-21 01:50:07	93	3.06	51.7647	25.5
2015-09-21 01:50:17	94	3.05	51.7647	25.5
2015-09-21 01:50:27	95	3.06	51.7647	25.5
2015-09-21 01:50:38	96	3.06	51.7647	25.5
2015-09-21 01:50:48	97	3.06	51.7647	25.5
2015-09-21 01:50:58	98	3.06	51.7647	25.4
2015-09-21 01:51:08	99	3.06	51.7647	25.5
2015-09-21 01:51:19	100	3.06	51.7647	25.5
2015-09-21 01:51:29	101	3.06	51.7647	25.5
2015-09-21 01:51:39	102	3.06	51.7647	25.5
2015-09-21 01:51:49	103	3.06	51.7647	25.5
2015-09-21 01:52:00	104	3.06	51.7647	25.5
2015-09-21 01:52:10	105	3.05	51.7647	25.5
2015-09-21 01:52:20	106	3.06	51.7647	25.4
2015-09-21 01:52:30	107	3.06	51.7647	25.4
2015-09-21 01:52:41	108	3.06	51.7647	25.5
2015-09-21 01:52:51	109	3.06	51.7647	25.5
2015-09-21 01:53:01	110	3.05	51.7647	25.4
2015-09-21 01:53:11	111	3.06	51.7647	25.5
2015-09-21 01:53:22	112	3.06	51.7647	25.4
2015-09-21 01:53:32	113	3.06	51.7647	25.5
2015-09-21 01:53:42	114	3.06	51.7647	25.4
2015-09-21 01:53:52	115	3.06	51.7647	25.4
2015-09-21 01:54:03	116	3.06	51.7647	25.5
2015-09-21 01:54:13	117	3.06	51.7647	25.5
2015-09-21 01:54:23	118	3.06	51.7647	25.4
2015-09-21 01:54:33	119	3.06	51.7647	25.5
2015-09-21 01:54:44	120	3.06	51.7647	25.5
2015-09-21 01:54:54	121	3.06	51.7647	25.5
2015-09-21 01:55:04	122	3.06	51.7647	25.5
2015-09-21 01:55:14	123	3.06	51.7647	25.4
2015-09-21 01:55:25	124	3.06	51.7647	25.5
2015-09-21 01:55:35	125	3.06	51.7647	25.4
2015-09-21 01:55:45	126	3.06	51.7647	25.5
2015-09-21 01:55:55	127	3.05	51.7647	25.5
2015-09-21 01:56:06	128	3.06	51.7647	25.5
2015-09-21 01:56:16	129	3.05	51.7647	25.5
2015-09-21 01:56:26	130	3.06	51.7647	25.5
2015-09-21 01:56:36	131	3.05	51.7647	25.5
2015-09-21 01:56:47	132	3.06	51.7647	25.5
2015-09-21 01:56:57	133	3.06	51.7647	25.5
2015-09-21 01:57:07	134	3.06	51.7647	25.5
2015-09-21 01:57:17	135	3.06	51.7647	25.5
2015-09-21 01:57:27	136	3.05	51.7647	25.5
2015-09-21 01:57:38	137	3.06	51.7647	25.5
2015-09-21 01:57:48	138	3.06	51.7647	25.5
2015-09-21 01:57:58	139	3.06	51.7647	25.5
2015-09-21 01:58:08	140	3.06	51.7647	25.5
2015-09-21 01:58:19	141	3.06	51.7647	25.5
2015-09-21 01:58:29	142	3.06	51.7647	25.5
2015-09-21 01:58:39	143	3.06	51.7647	25.5
2015-09-21 01:58:49	144	3.06	51.7647	25.5
2015-09-21 01:59:00	145	3.06	51.7647	25.5
2015-09-21 01:59:10	146	3.06	51.7647	25.5
2015-09-21 01:59:20	147	3.05	51.7647	25.5
2015-09-21 01:59:30	148	3.06	51.7647	25.5
2015-09-21 01:59:41	149	3.05	51.7647	25.5
2015-09-21 01:59:51	150	3.06	51.7647	25.5
2015-09-21 02:00:01	151	3.06	51.7647	25.5
2015-09-21 02:00:11	152	3.05	51.7647	25.5
2015-09-21 02:00:22	153	3.05	51.7647	25.5
2015-09-21 02:00:32	154	3.05	51.7647	25.5
2015-09-21 02:00:42	155	3.05	51.7647	25.5
2015-09-21 02:00:52	156	3.05	51.7647	25.5
2015-09-21 02:01:03	157	3.05	51.7647	25.5
2015-09-21 02:01:13	158	3.06	51.7647	25.5
2015-09-21 02:01:23	159	3.05	51.7647	25.5
2015-09-21 02:01:33	160	3.05	51.7647	25.5
2015-09-21 02:01:44	161	3.05	51.7647	25.5
2015-09-21 02:01:54	162	3.06	51.7647	25.5
2015-09-21 02:02:04	163	3.05	51.7647	25.5
2015-09-21 02:02:14	164	3.05	51.7647	25.5
2015-09-21 02:02:25	165	3.06	52.1569	25.5
2015-09-21 02:02:35	166	3.05	52.1569	25.5
2015-09-21 02:02:45	167	3.06	52.1569	25.5
2015-09-21 02:02:55	168	3.05	52.1569	25.5
2015-09-21 02:03:06	169	3.05	52.1569	25.5
2015-09-21 02:03:16	170	3.05	52.1569	25.5
2015-09-21 02:03:26	171	3.06	52.1569	25.5
2015-09-21 02:03:36	172	3.05	52.1569	25.5
2015-09-21 02:03:47	173	3.05	52.1569	25.5
2015-09-21 02:03:57	174	3.05	52.1569	25.5
2015-09-21 02:04:07	175	3.05	52.1569	25.5
2015-09-21 02:04:17	176	3.05	52.1569	25.5
2015-09-21 02:04:28	177	3.05	52.1569	25.5
2015-09-21 02:04:38	178	3.05	52.1569	25.5
2015-09-21 02:04:48	179	3.05	52.1569	25.5
2015-09-21 02:04:58	180	3.05	52.1569	25.5
2015-09-21 02:05:09	181	3.05	52.1569	25.5
2015-09-21 02:05:19	182	3.05	52.1569	25.5
2015-09-21 02:05:29	183	3.05	52.1569	25.5
2015-09-21 02:05:39	184	3.05	52.1569	25.5
2015-09-21 02:05:50	185	3.05	52.1569	25.5
2015-09-21 02:06:00	186	3.05	52.1569	25.5
2015-09-21 02:06:10	187	3.05	52.1569	25.5
2015-09-21 02:06:20	188	3.05	52.1569	25.5
2015-09-21 02:06:31	189	3.05	52.1569	25.5
2015-09-21 02:06:41	190	3.05	52.1569	25.5
2015-09-21 02:06:51	191	3.05	52.1569	25.5
2015-09-21 02:07:01	192	3.05	52.1569	25.5
2015-09-21 02:07:12	193	3.05	52.1569	25.5
2015-09-21 02:07:22	194	3.05	52.1569	25.5
2015-09-21 02:07:32	195	3.05	52.1569	25.5
2015-09-21 02:07:42	196	3.05	52.1569	25.5
2015-09-21 02:07:53	197	3.05	52.1569	25.5
2015-09-21 02:08:03	198	3.05	52.1569	25.5
2015-09-21 02:08:13	199	3.05	52.1569	25.5
2015-09-21 02:08:23	200	3.05	52.1569	25.5
2015-09-21 02:08:34	201	3.05	52.1569	25.5
2015-09-21 02:08:44	202	3.05	52.1569	25.5
2015-09-21 02:08:54	203	3.05	51.7647	25.5
2015-09-21 02:09:04	204	3.05	52.1569	25.5
2015-09-21 02:09:15	205	3.05	52.1569	25.5
2015-09-21 02:09:25	206	3.05	52.1569	25.5
2015-09-21 02:09:35	207	3.05	51.7647	25.5
2015-09-21 02:09:45	208	3.05	52.1569	25.5
2015-09-21 02:09:56	209	3.05	52.1569	25.6
2015-09-21 02:10:06	210	3.05	52.1569	25.5
2015-09-21 02:10:16	211	3.05	52.1569	25.5
2015-09-21 02:10:26	212	3.05	52.1569	25.5
2015-09-21 02:10:37	213	3.05	52.1569	25.6
2015-09-21 02:10:47	214	3.05	51.7647	25.5
2015-09-21 02:10:57	215	3.05	52.1569	25.5
2015-09-21 02:11:07	216	3.05	52.1569	25.5
2015-09-21 02:11:18	217	3.05	52.1569	25.5
2015-09-21 02:11:28	218	3.05	52.1569	25.6
2015-09-21 02:11:38	219	3.05	52.1569	25.6
2015-09-21 02:11:48	220	3.05	52.1569	25.5
2015-09-21 02:11:59	221	3.05	52.1569	25.5
2015-09-21 02:12:09	222	3.05	52.1569	25.6
2015-09-21 02:12:19	223	3.05	52.1569	25.5
2015-09-21 02:12:29	224	3.05	52.1569	25.6
2015-09-21 02:12:40	225	3.05	52.1569	25.5
2015-09-21 02:12:50	226	3.05	52.1569	25.6
2015-09-21 02:13:00	227	3.05	52.1569	25.5
2015-09-21 02:13:10	228	3.05	52.1569	25.5
2015-09-21 02:13:21	229	3.05	52.1569	25.5
2015-09-21 02:13:31	230	3.05	52.1569	25.5
2015-09-21 02:13:41	231	3.05	52.1569	25.5
2015-09-21 02:13:51	232	3.06	52.1569	25.5
2015-09-21 02:14:02	233	3.05	52.1569	25.6
2015-09-21 02:14:12	234	3.05	52.1569	25.5
2015-09-21 02:14:22	235	3.05	52.1569	25.6
2015-09-21 02:14:32	236	3.05	52.1569	25.6
2015-09-21 02:14:43	237	3.05	52.1569	25.5
2015-09-21 02:14:53	238	3.05	52.1569	25.6
2015-09-21 02:15:03	239	3.05	52.1569	25.5
2015-09-21 02:15:13	240	3.05	52.1569	25.6
2015-09-21 02:15:24	241	3.05	52.1569	25.5
2015-09-21 02:15:34	242	3.05	52.1569	25.6
2015-09-21 02:15:44	243	3.05	52.1569	25.6
