idx	date	temperature	humidity
73	2015-07-16 06:07:06	22.3514	49.4912
74	2015-07-16 06:12:06	22.2728	49.4561
75	2015-07-16 06:17:06	22.1792	49.4515
76	2015-07-16 06:22:06	22.1806	49.3688
77	2015-07-16 06:27:06	22.1743	49.3548
78	2015-07-16 06:32:06	22.1525	49.4414
79	2015-07-16 06:37:06	22.138	49.344
80	2015-07-16 06:42:06	22.2313	49.4212
81	2015-07-16 06:47:06	22.1366	49.3486
82	2015-07-16 06:52:06	22.202	49.3534
83	2015-07-16 06:57:06	22.2962	49.3361
84	2015-07-16 07:02:06	22.3635	49.266
85	2015-07-16 07:07:06	22.368	49.179
86	2015-07-16 07:12:06	22.4417	49.2603
87	2015-07-16 07:17:06	22.3588	49.2647
88	2015-07-16 07:22:06	22.3358	49.2518
89	2015-07-16 07:27:06	22.4182	49.1548
90	2015-07-16 07:32:06	22.4676	49.1993
91	2015-07-16 07:37:06	22.5212	49.1291
92	2015-07-16 07:42:06	22.5998	49.13
93	2015-07-16 07:47:06	22.6518	49.2162
94	2015-07-16 07:52:06	22.6853	49.2337
95	2015-07-16 07:57:06	22.7231	49.2923
96	2015-07-16 08:02:06	22.7065	49.3256
97	2015-07-16 08:07:06	22.6842	49.2693
98	2015-07-16 08:12:06	22.6418	49.2726
99	2015-07-16 08:17:06	22.5806	49.3226
100	2015-07-16 08:22:06	22.6561	49.3697
101	2015-07-16 08:27:06	22.7205	49.3711
102	2015-07-16 08:32:06	22.6537	49.4531
103	2015-07-16 08:37:06	22.69	49.5318
104	2015-07-16 08:42:06	22.6828	49.5219
105	2015-07-16 08:47:06	22.6662	49.6086
106	2015-07-16 08:52:06	22.7338	49.5494
107	2015-07-16 08:57:06	22.8023	49.5247
108	2015-07-16 09:02:06	22.8757	49.5352
109	2015-07-16 09:07:06	22.867	49.5547
110	2015-07-16 09:12:06	22.8627	49.4643
111	2015-07-16 09:17:06	22.8127	49.435
112	2015-07-16 09:22:06	22.7749	49.4338
113	2015-07-16 09:27:06	22.7052	49.3455
114	2015-07-16 09:32:06	22.6898	49.4443
115	2015-07-16 09:37:06	22.7195	49.429
116	2015-07-16 09:42:06	22.6845	49.4981
117	2015-07-16 09:47:06	22.6634	49.5746
118	2015-07-16 09:52:06	22.6636	49.539
119	2015-07-16 09:57:06	22.6097	49.457
120	2015-07-16 10:02:06	22.5159	49.3676
121	2015-07-16 10:07:06	22.4956	49.4102
122	2015-07-16 10:12:06	22.5594	49.4075
123	2015-07-16 10:17:06	22.6367	49.3911
124	2015-07-16 10:22:06	22.674	49.3382
125	2015-07-16 10:27:06	22.7152	49.4353
126	2015-07-16 10:32:06	22.6474	49.3669
127	2015-07-16 10:37:06	22.5919	49.295
128	2015-07-16 10:42:06	22.5653	49.3647
129	2015-07-16 10:47:06	22.51	49.268
130	2015-07-16 10:52:06	22.4455	49.172
131	2015-07-16 10:57:06	22.3958	49.2133
132	2015-07-16 11:02:06	22.3024	49.2869
133	2015-07-16 11:07:06	22.3606	49.2985
134	2015-07-16 11:12:06	22.4386	49.2506
135	2015-07-16 11:17:06	22.4252	49.1632
136	2015-07-16 11:22:06	22.3349	49.0903
137	2015-07-16 11:27:06	22.3505	49.0986
138	2015-07-16 11:32:06	22.4353	49.1388
139	2015-07-16 11:37:06	22.3444	49.2216
140	2015-07-16 11:42:06	22.2689	49.2683
141	2015-07-16 11:47:06	22.1898	49.2338
142	2015-07-16 11:52:06	22.2607	49.1826
143	2015-07-16 11:57:06	22.2976	49.1435
144	2015-07-16 12:02:06	22.2503	49.0627
145	2015-07-16 12:07:06	22.261	48.9854
146	2015-07-16 12:12:06	22.2158	48.9487
147	2015-07-16 12:17:06	22.1369	48.9869
148	2015-07-16 12:22:06	22.1194	49.0408
149	2015-07-16 12:27:06	22.1743	49.1245
150	2015-07-16 12:32:06	22.2042	49.1152
151	2015-07-16 12:37:06	22.256	49.1842
152	2015-07-16 12:42:06	22.3032	49.2364
153	2015-07-16 12:47:06	22.3108	49.3159
154	2015-07-16 12:52:06	22.3877	49.2812
155	2015-07-16 12:57:06	22.3656	49.1944
156	2015-07-16 13:02:06	22.4185	49.1415
157	2015-07-16 13:07:06	22.4841	49.1607
158	2015-07-16 13:12:06	22.4177	49.1278
159	2015-07-16 13:17:06	22.4467	49.157
160	2015-07-16 13:22:06	22.4309	49.1742
161	2015-07-16 13:27:06	22.5108	49.0806
162	2015-07-16 13:32:06	22.6039	49.0599
163	2015-07-16 13:37:06	22.5488	49.0135
164	2015-07-16 13:42:06	22.5472	48.9206
165	2015-07-16 13:47:06	22.5545	48.8927
166	2015-07-16 13:52:06	22.497	48.9682
167	2015-07-16 13:57:06	22.49	48.9584
168	2015-07-16 14:02:06	22.4528	48.974
169	2015-07-16 14:07:06	22.3942	48.9753
170	2015-07-16 14:12:06	22.4293	48.8945
171	2015-07-16 14:17:06	22.3649	48.9523
172	2015-07-16 14:22:06	22.3569	48.9156
173	2015-07-16 14:27:06	22.3992	48.8227
174	2015-07-16 14:32:06	22.469	48.8529
175	2015-07-16 14:37:06	22.4793	48.9185
176	2015-07-16 14:42:06	22.4521	48.8593
177	2015-07-16 14:47:06	22.4766	48.8761
178	2015-07-16 14:52:06	22.4133	48.8403
179	2015-07-16 14:57:06	22.4538	48.7534
180	2015-07-16 15:02:06	22.5354	48.7098
181	2015-07-16 15:07:06	22.5359	48.7133
182	2015-07-16 15:12:06	22.4854	48.6315
183	2015-07-16 15:17:06	22.4283	48.6062
184	2015-07-16 15:22:06	22.5107	48.5674
185	2015-07-16 15:27:06	22.527	48.5992
186	2015-07-16 15:32:06	22.5506	48.5437
187	2015-07-16 15:37:06	22.596	48.6207
188	2015-07-16 15:42:06	22.6145	48.6963
189	2015-07-16 15:47:06	22.7028	48.7197
190	2015-07-16 15:52:06	22.7847	48.726
191	2015-07-16 15:57:06	22.7742	48.7124
192	2015-07-16 16:02:06	22.8589	48.7713
193	2015-07-16 16:07:06	22.8853	48.6767
194	2015-07-16 16:12:06	22.7956	48.5867
195	2015-07-16 16:17:06	22.7168	48.5329
196	2015-07-16 16:22:06	22.6899	48.5426
197	2015-07-16 16:27:06	22.6935	48.5441
198	2015-07-16 16:32:06	22.6055	48.6132
199	2015-07-16 16:37:06	22.5949	48.6739
200	2015-07-16 16:42:06	22.6218	48.7493
201	2015-07-16 16:47:06	22.6422	48.7806
202	2015-07-16 16:52:06	22.691	48.7709
203	2015-07-16 16:57:06	22.7603	48.8062
204	2015-07-16 17:02:06	22.7119	48.8201
205	2015-07-16 17:07:06	22.778	48.7321
206	2015-07-16 17:12:06	22.751	48.7209
207	2015-07-16 17:17:06	22.665	48.6827
208	2015-07-16 17:22:06	22.7244	48.6191
209	2015-07-16 17:27:06	22.6374	48.524
210	2015-07-16 17:32:06	22.7354	48.519
211	2015-07-16 17:37:06	22.6947	48.4389
212	2015-07-16 17:42:06	22.7485	48.4427
213	2015-07-16 17:47:06	22.6494	48.4883
214	2015-07-16 17:52:06	22.6066	48.5627
215	2015-07-16 17:57:06	22.6694	48.5235
216	2015-07-16 18:02:06	22.7545	48.6215
217	2015-07-16 18:07:06	22.7615	48.6753
218	2015-07-16 18:12:06	22.6808	48.5756
219	2015-07-16 18:17:06	22.6845	48.4772
220	2015-07-16 18:22:06	22.6546	48.5367
221	2015-07-16 18:27:06	22.6281	48.6094
222	2015-07-16 18:32:06	22.6609	48.6126
223	2015-07-16 18:37:06	22.669	48.6582
224	2015-07-16 18:42:06	22.7059	48.5605
225	2015-07-16 18:47:06	22.7916	48.4932
226	2015-07-16 18:52:06	22.869	48.5573
227	2015-07-16 18:57:06	22.8331	48.4717
228	2015-07-16 19:02:06	22.816	48.4844
229	2015-07-16 19:07:06	22.88	48.4633
230	2015-07-16 19:12:06	22.9405	48.434
231	2015-07-16 19:17:06	23.0231	48.4936
232	2015-07-16 19:22:06	23.0626	48.5184
233	2015-07-16 19:27:06	23.1067	48.5429
234	2015-07-16 19:32:06	23.0807	48.4515
235	2015-07-16 19:37:06	23.0684	48.3811
236	2015-07-16 19:42:06	23.1614	48.4362
237	2015-07-16 19:47:06	23.1837	48.5361
238	2015-07-16 19:52:06	23.24	48.6241
239	2015-07-16 19:57:06	23.2613	48.6431
240	2015-07-16 20:02:06	23.2856	48.7114
241	2015-07-16 20:07:06	23.3392	48.6954
242	2015-07-16 20:12:06	23.4228	48.6201
243	2015-07-16 20:17:06	23.3788	48.6787
244	2015-07-16 20:22:06	23.4711	48.7399
245	2015-07-16 20:27:06	23.5123	48.796
246	2015-07-16 20:32:06	23.4795	48.7062
247	2015-07-16 20:37:06	23.4769	48.6383
248	2015-07-16 20:42:06	23.5734	48.6123
249	2015-07-16 20:47:06	23.6456	48.5691
250	2015-07-16 20:52:06	23.7116	48.5471
251	2015-07-16 20:57:06	23.7732	48.4803
252	2015-07-16 21:02:06	23.7728	48.4701
253	2015-07-16 21:07:06	23.7749	48.4642
254	2015-07-16 21:12:06	23.7985	48.4376
255	2015-07-16 21:17:06	23.7993	48.4777
256	2015-07-16 21:22:06	23.7171	48.4087
257	2015-07-16 21:27:06	23.673	48.3618
258	2015-07-16 21:32:06	23.6453	48.4004
259	2015-07-16 21:37:06	23.6136	48.3255
260	2015-07-16 21:42:06	23.6649	48.399
261	2015-07-16 21:47:06	23.5936	48.3064
262	2015-07-16 21:52:06	23.6653	48.3677
263	2015-07-16 21:57:06	23.7388	48.2834
264	2015-07-16 22:02:06	23.6811	48.3536
265	2015-07-16 22:07:06	23.6816	48.3761
266	2015-07-16 22:12:06	23.7293	48.3088
267	2015-07-16 22:17:06	23.6946	48.2567
268	2015-07-16 22:22:06	23.7584	48.2062
269	2015-07-16 22:27:06	23.6839	48.1386
270	2015-07-16 22:32:06	23.7479	48.1999
271	2015-07-16 22:37:06	23.7263	48.2256
272	2015-07-16 22:42:06	23.6318	48.266
273	2015-07-16 22:47:06	23.6533	48.3332
274	2015-07-16 22:52:06	23.6636	48.2739
275	2015-07-16 22:57:06	23.7589	48.1966
276	2015-07-16 23:02:06	23.7809	48.1851
277	2015-07-16 23:07:06	23.7519	48.2639
278	2015-07-16 23:12:06	23.6918	48.1811
279	2015-07-16 23:17:06	23.7806	48.2055
280	2015-07-16 23:22:06	23.6824	48.2539
281	2015-07-16 23:27:06	23.7493	48.1791
282	2015-07-16 23:32:06	23.7027	48.1379
283	2015-07-16 23:37:06	23.6257	48.0571
284	2015-07-16 23:42:06	23.6683	48.0448
285	2015-07-16 23:47:06	23.5897	47.9878
286	2015-07-16 23:52:06	23.5206	48.014
287	2015-07-16 23:57:06	23.4994	48.063
288	2015-07-17 00:02:06	23.4337	48.0301
289	2015-07-17 00:07:06	23.4141	47.973
290	2015-07-17 00:12:06	23.4952	47.8739
291	2015-07-17 00:17:06	23.4573	47.8858
292	2015-07-17 00:22:06	23.3938	47.8784
293	2015-07-17 00:27:06	23.37	47.8217
294	2015-07-17 00:32:06	23.3444	47.7644
295	2015-07-17 00:37:06	23.3256	47.7108
296	2015-07-17 00:42:06	23.2491	47.6368
297	2015-07-17 00:47:06	23.1891	47.5866
298	2015-07-17 00:52:06	23.1656	47.5339
299	2015-07-17 00:57:06	23.202	47.5522
300	2015-07-17 01:02:06	23.2928	47.4651
301	2015-07-17 01:07:06	23.3859	47.4385
302	2015-07-17 01:12:06	23.4211	47.5348
303	2015-07-17 01:17:06	23.4246	47.526
304	2015-07-17 01:22:06	23.5159	47.4657
305	2015-07-17 01:27:06	23.6044	47.5455
306	2015-07-17 01:32:06	23.5738	47.64
307	2015-07-17 01:37:06	23.6082	47.5895
308	2015-07-17 01:42:06	23.6283	47.6028
309	2015-07-17 01:47:06	23.5908	47.5063
310	2015-07-17 01:52:06	23.6622	47.4986
311	2015-07-17 01:57:06	23.7179	47.5303
312	2015-07-17 02:02:06	23.7896	47.5238
313	2015-07-17 02:07:06	23.7651	47.5384
314	2015-07-17 02:12:06	23.8052	47.4798
315	2015-07-17 02:17:06	23.8161	47.4083
316	2015-07-17 02:22:06	23.7338	47.3396
317	2015-07-17 02:27:06	23.8255	47.4087
318	2015-07-17 02:32:06	23.9201	47.3278
319	2015-07-17 02:37:06	23.9595	47.2468
320	2015-07-17 02:42:06	24.0195	47.2355
321	2015-07-17 02:47:06	24.03	47.1647
322	2015-07-17 02:52:06	23.9598	47.161
323	2015-07-17 02:57:06	24.0136	47.2214
324	2015-07-17 03:02:06	23.9624	47.192
325	2015-07-17 03:07:06	23.9706	47.2061
326	2015-07-17 03:12:06	24.0447	47.165
327	2015-07-17 03:17:06	24.0821	47.1896
328	2015-07-17 03:22:06	24.1029	47.1383
329	2015-07-17 03:27:06	24.1952	47.0613
330	2015-07-17 03:32:06	24.1045	47.1458
331	2015-07-17 03:37:06	24.0664	47.1076
332	2015-07-17 03:42:06	23.9787	47.2006
333	2015-07-17 03:47:06	24.0174	47.1466
334	2015-07-17 03:52:06	24.016	47.2323
335	2015-07-17 03:57:06	24.0359	47.2013
336	2015-07-17 04:02:06	23.9456	47.227
337	2015-07-17 04:07:06	24.0272	47.2189
338	2015-07-17 04:12:06	24.1041	47.2725
339	2015-07-17 04:17:06	24.0934	47.2237
340	2015-07-17 04:22:06	24.0896	47.292
341	2015-07-17 04:27:06	24.1715	47.3709
342	2015-07-17 04:32:06	24.0813	47.468
343	2015-07-17 04:37:06	24.0335	47.5589
344	2015-07-17 04:42:06	24.0837	47.5408
345	2015-07-17 04:47:06	24.1605	47.4834
346	2015-07-17 04:52:06	24.2082	47.3989
347	2015-07-17 04:57:06	24.1336	47.314
348	2015-07-17 05:02:06	24.1705	47.2852
349	2015-07-17 05:07:06	24.2144	47.2615
350	2015-07-17 05:12:06	24.1981	47.3351
351	2015-07-17 05:17:06	24.2295	47.3029
352	2015-07-17 05:22:06	24.1792	47.3669
353	2015-07-17 05:27:06	24.2475	47.4493
354	2015-07-17 05:32:06	24.1689	47.4985
355	2015-07-17 05:37:06	24.1565	47.4476
356	2015-07-17 05:42:06	24.1456	47.4235
357	2015-07-17 05:47:06	24.0619	47.4863
358	2015-07-17 05:52:06	24.1468	47.4898
359	2015-07-17 05:57:06	24.1708	47.4402
360	2015-07-17 06:02:06	24.1253	47.5358
361	2015-07-17 06:07:06	24.07	47.4492
362	2015-07-17 06:12:06	24.0569	47.5475
363	2015-07-17 06:17:06	24.1069	47.4752
364	2015-07-17 06:22:06	24.1727	47.4126
365	2015-07-17 06:27:06	24.1928	47.4198
366	2015-07-17 06:32:06	24.2849	47.3629
367	2015-07-17 06:37:06	24.2486	47.3214
368	2015-07-17 06:42:06	24.2517	47.3929
369	2015-07-17 06:47:06	24.2983	47.3667
370	2015-07-17 06:52:06	24.3031	47.3406
371	2015-07-17 06:57:06	24.3393	47.4217
372	2015-07-17 07:02:06	24.3176	47.3974
373	2015-07-17 07:07:06	24.2251	47.3328
374	2015-07-17 07:12:06	24.2275	47.2475
375	2015-07-17 07:17:06	24.3246	47.2905
376	2015-07-17 07:22:06	24.2456	47.2537
377	2015-07-17 07:27:06	24.2927	47.2185
378	2015-07-17 07:32:06	24.2088	47.2672
379	2015-07-17 07:37:06	24.2444	47.3523
380	2015-07-17 07:42:06	24.261	47.2607
381	2015-07-17 07:47:06	24.2683	47.3537
382	2015-07-17 07:52:06	24.2878	47.4493
383	2015-07-17 07:57:06	24.353	47.4788
384	2015-07-17 08:02:06	24.4334	47.4709
385	2015-07-17 08:07:06	24.4142	47.5343
386	2015-07-17 08:12:06	24.3753	47.4915
387	2015-07-17 08:17:06	24.362	47.3988
388	2015-07-17 08:22:06	24.3612	47.4738
389	2015-07-17 08:27:06	24.3986	47.5398
390	2015-07-17 08:32:06	24.3679	47.6047
391	2015-07-17 08:37:06	24.4155	47.5276
392	2015-07-17 08:42:06	24.361	47.5094
393	2015-07-17 08:47:06	24.4549	47.4859
394	2015-07-17 08:52:06	24.3674	47.5339
395	2015-07-17 08:57:06	24.4399	47.4595
396	2015-07-17 09:02:06	24.4875	47.379
397	2015-07-17 09:07:06	24.5134	47.3363
398	2015-07-17 09:12:06	24.4598	47.3303
399	2015-07-17 09:17:06	24.3637	47.3746
400	2015-07-17 09:22:06	24.3581	47.4692
401	2015-07-17 09:27:06	24.3211	47.5484
402	2015-07-17 09:32:06	24.3351	47.6042
403	2015-07-17 09:37:06	24.3436	47.5898
404	2015-07-17 09:42:06	24.4261	47.6348
405	2015-07-17 09:47:06	24.4368	47.6383
406	2015-07-17 09:52:06	24.4166	47.6685
407	2015-07-17 09:57:06	24.3926	47.7088
408	2015-07-17 10:02:06	24.3577	47.7495
409	2015-07-17 10:07:06	24.4123	47.6969
410	2015-07-17 10:12:06	24.3816	47.7768
411	2015-07-17 10:17:06	24.4352	47.8188
412	2015-07-17 10:22:06	24.3558	47.8884
413	2015-07-17 10:27:06	24.3164	47.8055
414	2015-07-17 10:32:06	24.2476	47.8838
415	2015-07-17 10:37:06	24.3068	47.8268
416	2015-07-17 10:42:06	24.2893	47.8668
417	2015-07-17 10:47:06	24.2976	47.8875
418	2015-07-17 10:52:06	24.2503	47.8044
419	2015-07-17 10:57:06	24.3279	47.73
420	2015-07-17 11:02:06	24.2809	47.7874
421	2015-07-17 11:07:06	24.3171	47.7035
422	2015-07-17 11:12:06	24.2495	47.6336
423	2015-07-17 11:17:06	24.231	47.7094
424	2015-07-17 11:22:06	24.2535	47.7791
425	2015-07-17 11:27:06	24.1856	47.7518
426	2015-07-17 11:32:06	24.0927	47.8215
427	2015-07-17 11:37:06	24.1216	47.8763
428	2015-07-17 11:42:06	24.0274	47.9542
429	2015-07-17 11:47:06	24.0312	47.9503
430	2015-07-17 11:52:06	24.0896	47.8865
431	2015-07-17 11:57:06	24.1547	47.8179
432	2015-07-17 12:02:06	24.1315	47.7915
433	2015-07-17 12:07:06	24.0645	47.8755
434	2015-07-17 12:12:06	23.9937	47.8468
435	2015-07-17 12:17:06	23.9459	47.8767
436	2015-07-17 12:22:06	23.8487	47.8841
437	2015-07-17 12:27:06	23.8502	47.9112
438	2015-07-17 12:32:06	23.8652	47.841
439	2015-07-17 12:37:06	23.8165	47.8173
440	2015-07-17 12:42:06	23.8311	47.8573
441	2015-07-17 12:47:06	23.7798	47.795
442	2015-07-17 12:52:06	23.7495	47.858
443	2015-07-17 12:57:06	23.7298	47.8483
444	2015-07-17 13:02:06	23.7306	47.8378
445	2015-07-17 13:07:06	23.8208	47.9052
446	2015-07-17 13:12:06	23.8841	47.8346
447	2015-07-17 13:17:06	23.8357	47.7924
448	2015-07-17 13:22:06	23.7362	47.8777
449	2015-07-17 13:27:06	23.8275	47.9328
450	2015-07-17 13:32:06	23.8143	47.9882
451	2015-07-17 13:37:06	23.7532	47.9406
452	2015-07-17 13:42:06	23.7363	47.8702
453	2015-07-17 13:47:06	23.7909	47.8108
454	2015-07-17 13:52:06	23.7231	47.8834
455	2015-07-17 13:57:06	23.7374	47.9013
456	2015-07-17 14:02:06	23.6941	47.9001
457	2015-07-17 14:07:06	23.7916	47.9292
458	2015-07-17 14:12:06	23.7608	47.8978
459	2015-07-17 14:17:06	23.8234	47.8265
460	2015-07-17 14:22:06	23.8276	47.9078
461	2015-07-17 14:27:06	23.85	47.886
462	2015-07-17 14:32:06	23.7611	47.8862
463	2015-07-17 14:37:06	23.6653	47.9801
464	2015-07-17 14:42:06	23.6815	48.0486
465	2015-07-17 14:47:06	23.6247	48
466	2015-07-17 14:52:06	23.6295	47.9214
467	2015-07-17 14:57:06	23.64	47.9013
468	2015-07-17 15:02:06	23.7219	47.9889
469	2015-07-17 15:07:06	23.7772	47.9168
470	2015-07-17 15:12:06	23.6904	47.9668
471	2015-07-17 15:17:06	23.6159	47.9475
472	2015-07-17 15:22:06	23.521	47.8683
473	2015-07-17 15:27:06	23.4387	47.7927
474	2015-07-17 15:32:06	23.3505	47.7079
475	2015-07-17 15:37:06	23.3872	47.8032
476	2015-07-17 15:42:06	23.3255	47.8056
477	2015-07-17 15:47:06	23.3527	47.7296
478	2015-07-17 15:52:06	23.3787	47.6854
479	2015-07-17 15:57:06	23.3427	47.759
480	2015-07-17 16:02:06	23.3261	47.7825
481	2015-07-17 16:07:06	23.3889	47.8034
482	2015-07-17 16:12:06	23.385	47.8824
483	2015-07-17 16:17:06	23.3711	47.8883
484	2015-07-17 16:22:06	23.3958	47.8861
485	2015-07-17 16:27:06	23.4341	47.8039
486	2015-07-17 16:32:06	23.3673	47.8293
487	2015-07-17 16:37:06	23.4333	47.855
488	2015-07-17 16:42:06	23.3917	47.7824
489	2015-07-17 16:47:06	23.4853	47.7569
490	2015-07-17 16:52:06	23.426	47.7474
491	2015-07-17 16:57:06	23.4204	47.7701
492	2015-07-17 17:02:06	23.3616	47.814
493	2015-07-17 17:07:06	23.3994	47.7986
494	2015-07-17 17:12:06	23.3133	47.8489
495	2015-07-17 17:17:06	23.4111	47.8525
496	2015-07-17 17:22:06	23.3195	47.7533
497	2015-07-17 17:27:06	23.3447	47.7938
498	2015-07-17 17:32:06	23.3825	47.8055
499	2015-07-17 17:37:06	23.4277	47.7451
500	2015-07-17 17:42:06	23.4166	47.6982
501	2015-07-17 17:47:06	23.3947	47.75
502	2015-07-17 17:52:06	23.3403	47.7814
503	2015-07-17 17:57:06	23.3688	47.871
504	2015-07-17 18:02:06	23.359	47.9607
505	2015-07-17 18:07:06	23.3737	47.8816
506	2015-07-17 18:12:06	23.4598	47.9739
507	2015-07-17 18:17:06	23.5449	47.9596
508	2015-07-17 18:22:06	23.6401	48.0337
509	2015-07-17 18:27:06	23.6918	48.1292
510	2015-07-17 18:32:06	23.6774	48.1027
511	2015-07-17 18:37:06	23.6752	48.1246
512	2015-07-17 18:42:06	23.6858	48.1774
513	2015-07-17 18:47:06	23.7226	48.1693
514	2015-07-17 18:52:06	23.6646	48.2509
515	2015-07-17 18:57:06	23.6092	48.3335
516	2015-07-17 19:02:06	23.6139	48.2448
517	2015-07-17 19:07:06	23.636	48.1902
518	2015-07-17 19:12:06	23.6382	48.1095
519	2015-07-17 19:17:06	23.663	48.1213
520	2015-07-17 19:22:06	23.5924	48.0547
521	2015-07-17 19:27:06	23.6858	47.9567
522	2015-07-17 19:32:06	23.7609	48.0555
523	2015-07-17 19:37:06	23.8254	48.1427
524	2015-07-17 19:42:06	23.8834	48.2133
525	2015-07-17 19:47:06	23.7962	48.2991
526	2015-07-17 19:52:06	23.7591	48.2773
527	2015-07-17 19:57:06	23.7266	48.301
528	2015-07-17 20:02:06	23.773	48.3475
529	2015-07-17 20:07:06	23.6862	48.402
530	2015-07-17 20:12:06	23.702	48.4116
531	2015-07-17 20:17:06	23.6331	48.334
532	2015-07-17 20:22:06	23.5615	48.3339
533	2015-07-17 20:27:06	23.5786	48.3092
534	2015-07-17 20:32:06	23.6082	48.2497
535	2015-07-17 20:37:06	23.559	48.2458
536	2015-07-17 20:42:06	23.6209	48.2881
537	2015-07-17 20:47:06	23.5935	48.3159
538	2015-07-17 20:52:06	23.6212	48.3362
539	2015-07-17 20:57:06	23.715	48.3465
540	2015-07-17 21:02:06	23.7406	48.2736
541	2015-07-17 21:07:06	23.6827	48.2634
542	2015-07-17 21:12:06	23.6652	48.3109
543	2015-07-17 21:17:06	23.6883	48.2855
544	2015-07-17 21:22:06	23.7514	48.1882
545	2015-07-17 21:27:06	23.7183	48.1755
546	2015-07-17 21:32:06	23.6814	48.1515
547	2015-07-17 21:37:06	23.6417	48.0663
548	2015-07-17 21:42:06	23.7319	48.0225
549	2015-07-17 21:47:06	23.8031	48.0654
550	2015-07-17 21:52:06	23.7388	48.1526
551	2015-07-17 21:57:06	23.6694	48.208
552	2015-07-17 22:02:06	23.5972	48.3006
553	2015-07-17 22:07:06	23.662	48.2751
554	2015-07-17 22:12:06	23.7582	48.3105
555	2015-07-17 22:17:06	23.6848	48.2468
556	2015-07-17 22:22:06	23.6689	48.148
557	2015-07-17 22:27:06	23.5877	48.1079
558	2015-07-17 22:32:06	23.5995	48.054
559	2015-07-17 22:37:06	23.6951	48.043
560	2015-07-17 22:42:06	23.7013	48.0823
561	2015-07-17 22:47:06	23.733	47.9919
562	2015-07-17 22:52:06	23.8209	48.0782
563	2015-07-17 22:57:06	23.7353	48.0969
